City,Country,Population (2025)
Uruk Esiet,Nigeria,61263.37989
Nassarawa,Nigeria,90275.46885
Akeze,Nigeria,52864.5448
Ikot Ekpene,Nigeria,399324.8184
Kankiya,Nigeria,57342.35059
Abiriba,Nigeria,140154.1774
Rogo Sabon Gari,Nigeria,50069.60911
Obiozara,Nigeria,54239.27316
Abat,Nigeria,244165.7159
Okoroete,Nigeria,59006.05656
Abak,Nigeria,272749.6553
Ugbokolo,Nigeria,83840.67873
Okposi,Nigeria,127915.7016
Ungwan Tamowa,Nigeria,53246.40018
Nguzu Edda,Nigeria,85658.48021
Ohafia,Nigeria,119684.0125
Mashi,Nigeria,57870.11466
Keffi,Nigeria,162177.7767
Ekeje,Nigeria,78857.12235
Uyo,Nigeria,1606054.354
Gwarzo,Nigeria,100413.2198
Amaseri,Nigeria,59961.80627
Arochukwu,Nigeria,136445.756
Eket,Nigeria,269048.7933
Afikpo,Nigeria,192261.9144
Unguwar Fari,Nigeria,59191.16184
Koi,Nigeria,80002.72561
Upenekang,Nigeria,59933.63661
Kwa Ibo,Nigeria,59747.2504
Uquo,Nigeria,59025.80438
Abakaliki,Nigeria,441689.2033
Ugep,Nigeria,172415.3381
Otukpo,Nigeria,259959.9963
Zango Bichi,Nigeria,109743.7946
Sabuwar Abuja,Nigeria,53556.08678
Okopedi,Nigeria,58213.12773
Ikara,Nigeria,60865.37889
Tarzoho,Nigeria,128564.9716
Daura,Nigeria,335447.8405
Pambeguwa,Nigeria,64098.54094
Oron,Nigeria,422507.9002
Kafanchan,Nigeria,163557.5733
Udung Uko,Nigeria,71256.79334
kazaure,Nigeria,148792.6956
Kano,Nigeria,5110616.249
Doma,Nigeria,121981.0952
Tudun Wada,Nigeria,80973.61029
Calabar,Nigeria,664342.2362
James Town,Nigeria,63549.36824
Kagoro,Nigeria,125949.1736
Rimin Daddo,Nigeria,87316.67055
Akwanga,Nigeria,101758.7596
Zango,Nigeria,63612.38999
Oju,Nigeria,78776.47194
Dambatta,Nigeria,110535.2794
Aliade,Nigeria,52777.8557
Lafia,Nigeria,266607.9348
Makurdi,Nigeria,428736.9887
Yanbarau,Nigeria,98791.76514
Unguwar Findi,Nigeria,98760.6873
Nassarawan Eggon,Nigeria,96892.83826
Ihalav,Nigeria,56278.37232
Samunakar,Nigeria,95183.00065
Ikom,Nigeria,141009.9757
Unguwar Arewa,Nigeria,148682.8764
Okuku Lepuole,Nigeria,58610.34123
Jos,Nigeria,965884.7194
Ogoja,Nigeria,73899.31046
Barakin Gangare,Nigeria,61692.0102
Zango,Nigeria,58296.03557
Unguwar Mahaukci,Nigeria,70496.44873
Tungan Fulani,Nigeria,50973.45308
Bokkos,Nigeria,50618.83042
Gboko,Nigeria,355117.4052
Vandeikya Town,Nigeria,66676.17918
Ringim,Nigeria,59489.92729
Mongu Arna,Nigeria,109765.9329
Obudu,Nigeria,149106.7636
Adikpo,Nigeria,65164.75405
Dutse,Nigeria,175636.0682
Katsina Ala,Nigeria,69005.93002
Gumel,Nigeria,144027.7296
Ugba,Nigeria,64969.08001
Maigatari,Nigeria,83419.38743
Gwolong,Nigeria,97499.35748
Birnin Kudu,Nigeria,95611.78552
Bununu Dass,Nigeria,70549.17344
Ningi,Nigeria,106910.7511
Shendam,Nigeria,63376.4671
Tafawa-Balewa,Nigeria,73250.89432
Jahun,Nigeria,54668.1291
Zaki Biam,Nigeria,76142.2752
Bauchi,Nigeria,636274.7026
Langtang,Nigeria,110981.0419
Wukari,Nigeria,173414.451
Malummaduri,Nigeria,56458.09216
Kafin Hausa,Nigeria,63981.30565
Gwaram,Nigeria,55505.42697
Jamaari,Nigeria,74754.49787
Hadejia,Nigeria,251051.3273
Dengi,Nigeria,66960.96414
Takum,Nigeria,73171.63917
Azare,Nigeria,237747.2326
Giade,Nigeria,68834.15248
Alkalere,Nigeria,106045.1974
Nguru,Nigeria,188839.4469
Katsiro,Nigeria,110443.0948
Misau,Nigeria,122120.6784
Gamawa,Nigeria,55074.46872
Dambam,Nigeria,60344.76238
Dukku,Nigeria,78925.13966
Mutum Biyu,Nigeria,86299.09187
Gashua,Nigeria,139353.4135
Dogari Tiv,Nigeria,62258.92564
Potiskum,Nigeria,400652.7586
KUNDULUN,Nigeria,386160.5552
Biliri,Nigeria,219197.6963
Titi,Nigeria,451431.9374
Damagum,Nigeria,66287.96473
Kaltungo,Nigeria,135944.5594
Gembu,Nigeria,84357.55736
Jalingo,Nigeria,265648.389
Bajoga,Nigeria,129960.863
Serti,Nigeria,69574.72838
Ashaka,Nigeria,67273.27168
Zinna,Nigeria,107040.6151
Ibrahim Baidu,Nigeria,51476.05279
Geidam,Nigeria,136351.0131
Damaturu,Nigeria,110213.9805
Guyuk,Nigeria,70058.83881
Buni Yadi,Nigeria,85505.00052
Shellem,Nigeria,59006.53371
Numan,Nigeria,112091.9887
Maya Belwa,Nigeria,54521.83327
Sangasumi,Nigeria,145472.3596
Biu,Nigeria,217028.2783
Yola,Nigeria,763630.2483
Benisheikh,Nigeria,52921.66654
Dakri,Nigeria,70799.78006
Song,Nigeria,81859.168
Gubio,Nigeria,51368.09878
Damboa,Nigeria,186486.1112
Gombi,Nigeria,130482.5936
Maiduguri,Nigeria,1293405.661
Uba,Nigeria,65878.38339
Mubi,Nigeria,260582.0741
Michika,Nigeria,95114.49742
Monguno,Nigeria,96736.13447
Madagali,Nigeria,72258.32402
Kasugula Bama,Nigeria,107300.2336
Gwoza,Nigeria,216423.9569
Baga,Nigeria,104724.7044
Pulka,Nigeria,96175.28137
Doro Gowon,Nigeria,83371.19824
Dikwa,Nigeria,131212.6129
Gamboru,Nigeria,338698.4729
Banki,Nigeria,61196.31152
