Name,Status,State,36617,40269,43922
Hutchinson,Urban Area,Minnesota,13166,14054,14670
Idabel,Urban Area,Oklahoma,6141,5940,5523
Idaho Falls,Urban Area,Idaho,66973,90733,105132
Ilion - Herkimer,Urban Area,New York,,,22267
Immokalee,Urban Area,Florida,21324,23160,23485
Incline Village,Urban Area,Nevada / California,17107,13022,19441
Independence,Urban Area,Iowa,5976,5743,6057
Independence,Urban Area,Kansas,,,8477
Indianapolis,Urban Area,Indiana,1235158,1487483,1699881
Indiana - White,Urban Area,Pennsylvania,27935,28807,27693
Indian Head,Urban Area,Maryland,,,5556
Indianola,Urban Area,Iowa,12948,14281,15344
Indianola,Urban Area,Mississippi,11891,10408,9341
Indiantown,Urban Area,Florida,,,5496
Indio - Palm Desert - Palm Springs,Urban Area,California,258095,345580,361075
Inman,Urban Area,South Carolina,,,13269
International Falls,Urban Area,Minnesota,7707,7055,6575
Iola,Urban Area,Kansas,6373,5729,5845
Ione,Urban Area,California,,,4673
Ionia,Urban Area,Michigan,14005,14409,15168
Iowa City,Urban Area,Iowa,85247,106621,126810
Iowa Falls,Urban Area,Iowa,4908,5070,5058
Iowa Park,Urban Area,Texas,6465,6285,6454
Ipswich,Urban Area,Massachusetts,,,9380
Iron Mountain - Kingsford,Urban Area,Michigan / Wisconsin,21904,19228,18336
Ironwood,Urban Area,Michigan / Wisconsin,8397,7134,7181
Irvine,Urban Area,Kentucky,4155,3503,4029
Isanti,Urban Area,Minnesota,,,6621
Ishpeming,Urban Area,Michigan,13091,12301,11298
Ithaca,Urban Area,New York,53528,53661,59102
Jackson,Urban Area,California,6227,7255,7781
Jackson,Urban Area,Georgia,4116,5218,5697
Jackson,Urban Area,Michigan,88050,90057,84307
Jackson,Urban Area,Mississippi,318103,351478,347693
Jackson,Urban Area,Tennessee,65086,71880,72809
Jackson,Urban Area,Wisconsin,,,7962
Jackson,Urban Area,Wyoming,10072,11407,10760
Jacksonville,Urban Area,Florida,890989,1065219,1247374
Jacksonville,Urban Area,Illinois,23512,22669,21003
Jacksonville,Urban Area,North Carolina,95514,105419,111224
Jacksonville,Urban Area,Texas,13607,14075,13881
Jackson - Wellston,Urban Area,Ohio,,,6749
Jamestown,Urban Area,New York,46070,43404,44424
Jamestown,Urban Area,North Dakota,15488,15284,15207
Janesville,Urban Area,Wisconsin,66034,69658,72285
Jasper,Urban Area,Alabama,13132,14156,13274
Jasper,Urban Area,Georgia,4989,5909,6384
Jasper,Urban Area,Indiana,13108,15759,16749
Jasper,Urban Area,Texas,8160,7790,7000
Jeanerette,Urban Area,Louisiana,,,5325
Jefferson,Urban Area,Georgia,,10443,11842
Jefferson,Urban Area,Wisconsin,,,7566
Jefferson City,Urban Area,Missouri,,,50775
Jennings,Urban Area,Louisiana,10222,9869,9378
Jerome,Urban Area,Idaho,7968,10892,12405
Jersey Shore,Urban Area,Pennsylvania,,9606,10009
Jerseyville,Urban Area,Illinois,8414,8989,8641
Jesup,Urban Area,Georgia,12738,12660,12772
Jewett City,Urban Area,Connecticut,,,4706
Johnson City,Urban Area,Tennessee,102456,120415,128519
Johnson Lane,Urban Area,Nevada,,5337,5268
Johnstown,Urban Area,Colorado,6698,13693,19773
Johnstown,Urban Area,Ohio,3248,4523,5449
Johnstown,Urban Area,Pennsylvania,,,61521
Jonesboro,Urban Area,Arkansas,51804,65419,73781
Jonesboro,Urban Area,Louisiana,4877,5609,5245
Joplin,Urban Area,Missouri,72089,82775,86679
Jordan,Urban Area,Minnesota,3650,5207,6648
Joshua Tree,Urban Area,California,,,4370
Junction City,Urban Area,Kansas,30962,38787,40723
Junction City,Urban Area,Oregon,5986,5966,7312
Juneau,Urban Area,Alaska,25220,24537,24756
Kahului - Wailuku,Urban Area,Hawaii,43187,55934,57905
Kailua - Holualoa (in: Hawaii County),Urban Area,Hawaii,25629,28850,33024
Kailua - Kaneohe (in: Honolulu County),Urban Area,Hawaii,117730,113682,118092
Kalamazoo,Urban Area,Michigan,187961,209703,204562
Kalispell,Urban Area,Montana,25336,31785,36131
Kankakee,Urban Area,Illinois,,,66530
Kansas City,Urban Area,Missouri / Kansas,1383445,1519417,1674218
Kapaa,Urban Area,Hawaii,16525,19063,18212
Kaplan,Urban Area,Louisiana,5401,4826,4656
Kasson,Urban Area,Minnesota,5481,7048,7649
Kaufman,Urban Area,Texas,5938,6268,6127
Kearney,Urban Area,Missouri,5314,7368,10174
Kearney,Urban Area,Nebraska,27404,31287,34526
Keene,Urban Area,New Hampshire,21436,22510,22687
Kekaha,Urban Area,Hawaii,5310,5313,5724
Kenai,Urban Area,Alaska,4248,4921,8642
Kendallville,Urban Area,Indiana,10464,10399,10587
Kennett,Urban Area,Missouri,11505,11241,10560
Kennewick - Richland - Pasco,Urban Area,Washington,153851,210975,255401
Kenosha,Urban Area,Wisconsin,110942,124064,125865
Kenton,Urban Area,Ohio,8934,8360,8033
Keokuk,Urban Area,Iowa / Illinois,13939,13411,12351
Kerman,Urban Area,California,8539,13487,16002
Kermit,Urban Area,Texas,5821,5821,6381
Kerrville,Urban Area,Texas,26227,28810,31844
Ketchikan,Urban Area,Alaska,10673,10352,11975
Ketchum,Urban Area,Idaho,4419,3919,6346
Kewanee,Urban Area,Illinois,12867,12857,12542
Key Largo,Urban Area,Florida,20699,18121,21687
Keyser,Urban Area,West Virginia / Maryland,,,6328
Keystone Heights,Urban Area,Florida,6538,6544,8218
Key West,Urban Area,Florida,35866,32095,32146
Kihei,Urban Area,Hawaii,22326,25819,26878
Kilgore,Urban Area,Texas,12301,15957,16719
Kill Devil Hills - Nags Head,Urban Area,North Carolina,15423,19095,23851
Killeen,Urban Area,Texas,167976,217630,257222
Kimberling City,Urban Area,Missouri,,3172,4467
King City,Urban Area,California,12054,14529,13760
Kingman,Urban Area,Arizona,32333,42107,46953
Kingsburg,Urban Area,California,,,12602
Kingsland,Urban Area,Texas,,6433,8093
Kingsland - St. Marys,Urban Area,Georgia,28192,34630,38567
Kings Mountain,Urban Area,North Carolina,,,12619
Kingsport,Urban Area,Tennessee / Virginia,98275,106571,98411
Kingston,Urban Area,New York,,,50254
Kingstree,Urban Area,South Carolina,,,5250
Kingsville,Urban Area,Texas,25618,26011,24945
Kinross (Kincheloe),Urban Area,Michigan,,,5100
Kinston,Urban Area,North Carolina,,,21050
Kirksville,Urban Area,Missouri,16672,15914,16846
Kirtland,Urban Area,New Mexico,,,5737
Kiryas Joel,Urban Area,New York,,,71582
Kissimmee - St. Cloud,Urban Area,Florida,186667,314071,418404
Kittanning - Ford City,Urban Area,Pennsylvania,16894,14072,14605
Klamath Falls - Altamont,Urban Area,Oregon,41153,41434,43208
Knoxville,Urban Area,Iowa,7778,7346,7561
Knoxville,Urban Area,Tennessee,469507,561701,597257
Kodiak - Mill Bay,Urban Area,Alaska,10768,9335,9530
Kokomo,Urban Area,Indiana,63739,62182,62576
Kosciusko,Urban Area,Mississippi,7000,6983,6716
Krum,Urban Area,Texas,,4173,5876
Kuna,Urban Area,Idaho,5866,15234,23565
Kutztown,Urban Area,Pennsylvania,8652,10002,8672
LaBelle,Urban Area,Florida,10151,12054,13053
Laconia,Urban Area,New Hampshire,20302,18636,27267
La Crosse,Urban Area,Wisconsin / Minnesota,94699,100868,98872
LaFayette,Urban Area,Georgia,6412,7364,6772
Lafayette,Urban Area,Indiana,125738,147725,157100
Lafayette,Urban Area,Louisiana,,,227316
Lafayette,Urban Area,Tennessee,3613,4545,6174
Lafayette - Erie - Louisville,Urban Area,Colorado,60387,79407,96485
La Follette,Urban Area,Tennessee,19641,21055,20114
Lago Vista,Urban Area,Texas,3580,5281,8463
La Grande,Urban Area,Oregon,14278,14909,14954
LaGrange,Urban Area,Georgia,30281,34879,35420
La Grange,Urban Area,Kentucky,,,24556
La Grange,Urban Area,Texas,5247,5343,5020
Lahaina - Napili-Honokowai,Urban Area,Hawaii,17492,21331,21398
Laie - Hauula,Urban Area,Hawaii,,,12488
La Junta,Urban Area,Colorado,8196,8191,7792
Lake Bryant,Urban Area,Florida,,3552,3632
Lake Charles,Urban Area,Louisiana,132977,143440,162501
Lake City,Urban Area,Florida,18311,25623,25334
Lake City,Urban Area,Minnesota,4914,5103,4912
Lake City,Urban Area,South Carolina,,,6915
Lake Conroe Eastshore,Urban Area,Texas,5688,10121,12188
Lake Conroe Westshore,Urban Area,Texas,11232,20569,29322
Lake Delton,Urban Area,Wisconsin,3943,5473,6546
Lake Erie Beach,Urban Area,New York,,,7643
Lake Geneva,Urban Area,Wisconsin,,,10955
Lake Havasu City,Urban Area,Arizona,42787,53427,59017
Lake Holiday,Urban Area,Illinois,,7072,7313
Lake Isabella,Urban Area,California,3727,3271,3698
Lake Jackson,Urban Area,Texas,,,56054
Lakeland,Urban Area,Florida,214755,262596,277915
Lake Mills,Urban Area,Wisconsin,5273,6581,6857
Lake Mohawk,Urban Area,New Jersey,,,13164
Lake Monticello,Urban Area,Virginia,6031,9528,9825
Lake of the Pines,Urban Area,California,,,4261
Lake of the Woods,Urban Area,Virginia,6391,9231,10902
Lake Placid,Urban Area,Florida,13350,16351,17816
Lake Placid,Urban Area,New York,3607,3581,3486
Lake Pocotopaug,Urban Area,Connecticut,,,7622
Lakeport,Urban Area,California,,,8994
Lake Royale,Urban Area,North Carolina,,,2942
Lakes of the Four Seasons,Urban Area,Indiana,,,13113
Lamar,Urban Area,Colorado,8866,7796,7502
Lambertville,Urban Area,New Jersey / Pennsylvania,,,10167
Lamesa,Urban Area,Texas,,,8731
Lamont,Urban Area,California,,,15271
Lampasas,Urban Area,Texas,6724,6080,6674
Lancaster,Urban Area,Ohio,38987,42557,43576
Lancaster,Urban Area,South Carolina,23553,23979,22709
Lancaster - Manheim,Urban Area,Pennsylvania,346035,402004,394530
Lander,Urban Area,Wyoming,6551,7225,6977
Landrum - Tryon,Urban Area,South Carolina / North Carolina,4401,4239,4518
Lansing,Urban Area,Michigan,300032,313532,318300
Lapeer,Urban Area,Michigan,13668,13424,12402
LaPlace - Lutcher - Gramercy,Urban Area,Louisiana,,,48681
La Plata,Urban Area,Maryland,,,10536
Laramie,Urban Area,Wyoming,28139,31965,32261
Laredo,Urban Area,Texas,175586,235730,251462
Larned,Urban Area,Kansas,,,3734
Las Cruces,Urban Area,New Mexico,104186,128600,139338
Las Vegas,Urban Area,New Mexico,17892,15609,14530
Las Vegas - Henderson - Paradise,Urban Area,Nevada,1314357,1886011,2196623
Laughlin,Urban Area,Nevada,4450,5949,6579
Laurel,Urban Area,Mississippi,25928,26131,25201
Laurel,Urban Area,Montana,7684,8505,8789
Laurens,Urban Area,South Carolina,12318,10336,11331
Laurinburg,Urban Area,North Carolina,,,16225
Lawrence,Urban Area,Kansas,79647,88053,94998
Lawrenceburg,Urban Area,Kentucky,9899,12475,13543
Lawrenceburg,Urban Area,Tennessee,10157,10100,11679
Lawrenceville,Urban Area,Illinois,,,4632
Lawton,Urban Area,Oklahoma,89556,94457,87464
Lead,Urban Area,South Dakota,3936,3750,4122
Leadville,Urban Area,Colorado,6090,5039,4538
Leavenworth,Urban Area,Kansas,44113,45283,47570
Lebanon,Urban Area,Indiana,14429,15415,16466
Lebanon,Urban Area,Kentucky,5805,5646,6209
Lebanon,Urban Area,Missouri,11628,14046,14710
Lebanon,Urban Area,New Hampshire / Vermont,27138,25690,30299
Lebanon,Urban Area,Oregon,17230,19744,22327
Lebanon,Urban Area,Pennsylvania,,,75485
Lebanon,Urban Area,Tennessee,20341,27653,36678
Lee,Urban Area,Massachusetts,8307,8049,8119
Leesburg - Eustis - Tavares,Urban Area,Florida,97497,131337,151523
Lee's Summit,Urban Area,Missouri,,85081,91960
Leesville,Urban Area,Louisiana,9586,9605,8328
Lehighton - Palmerton - Jim Thorpe,Urban Area,Pennsylvania,,,18503
Leisuretowne,Urban Area,New Jersey,,,5294
Leitchfield,Urban Area,Kentucky,5403,6802,6488
Le Mars,Urban Area,Iowa,9031,9237,10138
Lemoore,Urban Area,California,,,26957
Lemoore Station,Urban Area,California,5749,7438,6568
Leominster - Fitchburg,Urban Area,Massachusetts,118471,116960,111790
Leonardtown,Urban Area,Maryland,,4737,6092
Le Roy,Urban Area,New York,5090,4275,4645
Levelland,Urban Area,Texas,13511,13796,12601
Lewes - Rehoboth Beach,Urban Area,Delaware,15787,24129,39681
Lewisburg,Urban Area,Tennessee,9743,10464,11934
Lewisburg,Urban Area,West Virginia,6169,6959,7227
Lewiston,Urban Area,Idaho / Washington,50317,51924,54798
Lewiston,Urban Area,Maine,58003,59397,60743
Lewistown,Urban Area,Montana,6395,6090,6024
Lewistown,Urban Area,Pennsylvania,19313,22181,20999
Lexington,Urban Area,Nebraska,10110,10464,10438
Lexington,Urban Area,Tennessee,6003,6560,6357
Lexington,Urban Area,Virginia,7606,8762,9460
Lexington-Fayette,Urban Area,Kentucky,250994,290263,315631
Lexington Park - California - Chesapeake Ranch Estates,Urban Area,Maryland,43196,58875,62352
Libby,Urban Area,Montana,4248,3978,4341
Liberal,Urban Area,Kansas,19268,20329,19843
Liberty,Urban Area,New York,4398,4470,5284
Liberty,Urban Area,Texas,6824,5801,6387
Lihue,Urban Area,Hawaii,11527,13983,15885
Lima,Urban Area,Ohio,74071,72852,68630
Lincoln,Urban Area,Illinois,,,13990
Lincoln,Urban Area,Nebraska,226582,258719,291217
Lincoln,Urban Area,New Hampshire,,,2005
Lincoln Beach,Urban Area,Oregon,,,3626
Lincoln City,Urban Area,Oregon,,,10494
Lincolnton,Urban Area,North Carolina,19205,22686,22657
Lindale - Hideaway,Urban Area,Texas,5730,10021,11770
Lindsay,Urban Area,California,12644,14610,13942
Lindstrom - Chisago City,Urban Area,Minnesota,6802,8492,9152
Linton,Urban Area,Indiana,6357,5822,5298
Litchfield,Urban Area,Illinois,6939,6956,6350
Litchfield,Urban Area,Minnesota,6487,6624,6569
Litchfield Beach (- Pawleys Island),Urban Area,South Carolina,9113,11532,15225
Little Falls,Urban Area,Minnesota,9149,9024,9411
Little Falls,Urban Area,New York,5095,4956,4597
Littlefield,Urban Area,Texas,6192,5914,5626
Little Rock,Urban Area,Arkansas,373776,431388,461864
Littlestown,Urban Area,Pennsylvania,5083,6302,6442
Live Oak,Urban Area,California,6471,8547,9080
Live Oak,Urban Area,Florida,6460,6994,6668
Livermore - Pleasanton - Dublin,Urban Area,California,,,240381
Livingston,Urban Area,California,,,14255
Livingston,Urban Area,Montana,8322,8172,9350
Livingston,Urban Area,Texas,4831,5139,5592
Lockhart,Urban Area,Texas,10714,12337,12886
Lock Haven,Urban Area,Pennsylvania,,,14625
Lockport,Urban Area,New York,36311,36024,35958
Lodi,Urban Area,California,,68738,73090
Logan,Urban Area,Ohio,7782,8080,8209
Logan,Urban Area,Utah,76187,94983,113927
Logan,Urban Area,West Virginia,,,8821
Logansport,Urban Area,Indiana,21896,21561,20374
Lompoc,Urban Area,California,55667,51509,54287
London,Urban Area,Ohio,,,10259
London - Corbin,Urban Area,Kentucky,29469,37367,36861
Long Beach,Urban Area,Washington,,,3252
Longmont,Urban Area,Colorado,72929,90897,100776
Long Neck,Urban Area,Delaware,7315,14150,20169
Longview,Urban Area,Texas,86511,102542,107099
Longview,Urban Area,Washington / Oregon,60443,66466,69841
Lorain - Elyria,Urban Area,Ohio,193586,180956,199067
Los Alamos,Urban Area,New Mexico,10743,10893,13283
Los Angeles - Long Beach - Anaheim,Urban Area,California,11789487,12150996,12237376
Los Banos,Urban Area,California,26036,35917,45533
Los Lunas,Urban Area,New Mexico,,,53365
Los Osos,Urban Area,California,,,13978
Louisa,Urban Area,Kentucky / West Virginia,4205,4253,4582
Louisville (Jefferson County),Urban Area,Kentucky / Indiana,,,974397
Lovington,Urban Area,New Mexico,9718,11592,11765
Lowell,Urban Area,Indiana,7914,9844,10747
Lowell,Urban Area,Michigan,6221,6803,7530
Lubbock,Urban Area,Texas,205496,240585,272280
Ludington,Urban Area,Michigan,9758,10710,11883
Lufkin,Urban Area,Texas,38726,44927,41551
Luling,Urban Area,Texas,5183,5379,5391
Lumberton,Urban Area,North Carolina,,,22256
Luray,Urban Area,Virginia,4760,4770,4742
Luverne,Urban Area,Minnesota,4491,4620,4808
Lynchburg,Urban Area,Virginia,98714,116636,125596
Lynden,Urban Area,Washington,9148,14533,15995
Macclenny,Urban Area,Florida,7972,10984,10881
Macomb,Urban Area,Illinois,,,15656
Macon,Urban Area,Georgia,135170,137570,140111
Macon,Urban Area,Missouri,5202,5014,5359
Madera,Urban Area,California,58027,78413,81635
Madison,Urban Area,Georgia,3616,4401,4709
Madison,Urban Area,Indiana,17685,18271,17447
Madison,Urban Area,South Dakota,6097,6174,6169
Madison,Urban Area,Wisconsin,343100,401661,450305
Madisonville,Urban Area,Kentucky,,,21328
Madisonville,Urban Area,Tennessee,4063,5391,6070
Madras,Urban Area,Oregon,7252,8010,8087
Magalia,Urban Area,California,,,6900
Magnolia,Urban Area,Arkansas,10486,10438,10403
Mahanoy City,Urban Area,Pennsylvania,,,3720
Mahomet,Urban Area,Illinois,8395,11044,11922
Malone,Urban Area,New York,,,6885
Malvern,Urban Area,Arkansas,,,8833
Mammoth Lakes,Urban Area,California,5800,7693,7045
Manchester,Urban Area,Iowa,5300,5032,4913
Manchester,Urban Area,New Hampshire,143549,158377,163289
Manchester,Urban Area,Tennessee,8630,11379,12953
Mandeville - Covington,Urban Area,Louisiana,62866,88925,113763
Manhattan,Urban Area,Illinois,,,7826
Manhattan,Urban Area,Kansas,46671,54622,60454
Manistee,Urban Area,Michigan,9970,9606,8093
Manitowoc,Urban Area,Wisconsin,47218,46360,46558
Mankato,Urban Area,Minnesota,47115,57584,60206
Manning,Urban Area,South Carolina,4774,4998,4522
Manor,Urban Area,Texas,,5320,17006
Mansfield,Urban Area,Louisiana,6768,6061,5602
Mansfield,Urban Area,Ohio,79698,75250,73545
Manteca,Urban Area,California,,,86674
Manteno,Urban Area,Illinois,,,10437
Manteo,Urban Area,North Carolina,5213,5399,6070
Maquoketa,Urban Area,Iowa,6244,6159,6098
Marana,Urban Area,Arizona,,5456,10618
Marathon,Urban Area,Florida,9994,8965,9733
Marble Falls,Urban Area,Texas,,6131,7953
Marengo,Urban Area,Illinois,6854,7731,7509
Marianna,Urban Area,Florida,6607,6086,5560
Maricopa,Urban Area,Arizona,,42337,57771
Marietta,Urban Area,Ohio / West Virginia,,22428,21723
Marinette - Menominee (incl. Peshtigo),Urban Area,Wisconsin / Michigan,24689,22872,23551
Marion,Urban Area,Indiana,45867,43519,40961
Marion,Urban Area,North Carolina,9881,13363,12031
Marion,Urban Area,Ohio,45645,46384,42688
Marion,Urban Area,South Carolina,8465,7464,7009
Marion,Urban Area,Virginia,9688,7960,7281
Marion - Herrin,Urban Area,Illinois,,,39391
Marion Oaks,Urban Area,Florida,5399,14160,19077
Marksville,Urban Area,Louisiana,7205,7517,6682
Marlin,Urban Area,Texas,7967,5832,5396
Marquette,Urban Area,Michigan,24431,26946,24682
Marseilles,Urban Area,Illinois,6602,4877,4660
Marshall,Urban Area,Michigan,7615,7683,7471
Marshall,Urban Area,Minnesota,12650,13464,13508
Marshall,Urban Area,Missouri,12658,12665,13471
Marshall,Urban Area,Texas,21044,21979,21387
Marshalltown,Urban Area,Iowa,26123,26858,27381
Marshfield,Urban Area,Missouri,6032,6701,7537
Marshfield,Urban Area,Wisconsin,18109,19421,19462
Martin,Urban Area,Tennessee,9735,11397,10518
Martinsville,Urban Area,Indiana,12246,13276,12556
Martinsville,Urban Area,Virginia,,,31273
Marysville,Urban Area,Ohio,15645,22348,25674
Marysville,Urban Area,Washington,119449,145140,160440
Maryville,Urban Area,Missouri,11582,13220,11212
Mascoutah,Urban Area,Illinois,,7368,8528
Mason City,Urban Area,Iowa,28330,27115,25954
Massena,Urban Area,New York,11703,11259,10582
Mathis,Urban Area,Texas,,,5253
Mattawan,Urban Area,Michigan,,,5721
Mattoon,Urban Area,Illinois,19255,18978,17111
Mauldin - Simpsonville,Urban Area,South Carolina,77831,120577,159506
Mayfield,Urban Area,Kentucky,11065,11356,12256
Mayodan,Urban Area,North Carolina,4795,4382,4627
Maysville,Urban Area,Kentucky / Ohio,10186,11454,9799
Maytown - Marietta,Urban Area,Pennsylvania,,,7737
Mayville,Urban Area,Wisconsin,4971,5134,5189
McAlester,Urban Area,Oklahoma,19443,19501,19542
McAllen,Urban Area,Texas,526817,728825,779553
McCall,Urban Area,Idaho,,,3695
McComb,Urban Area,Mississippi,18569,16388,15327
McCook,Urban Area,Nebraska,7961,7563,7395
McFarland,Urban Area,California,10071,12826,14149
McGregor,Urban Area,Texas,4430,4893,5139
McHenry Northwest - Wonder Lake,Urban Area,Illinois,,,5758
McKenzie,Urban Area,Tennessee,5268,5066,5360
McKinleyville,Urban Area,California,,,14981
McKinney - Frisco,Urban Area,Texas,57756,175264,504803
McMinnville,Urban Area,Oregon,31087,38970,41831
McMinnville,Urban Area,Tennessee,14469,15386,15711
McPherson,Urban Area,Kansas,13699,13083,14039
Meadville,Urban Area,Pennsylvania,,,20652
Mecca,Urban Area,California,,,6875
Mechanicville,Urban Area,New York,,,11799
Medford,Urban Area,Oregon,133566,154081,171640
Medford,Urban Area,Wisconsin,4204,4046,4114
Medina,Urban Area,New York,,,6279
Medina,Urban Area,Ohio,,,46109
Melissa - Anna,Urban Area,Texas,,,34516
Memphis,Urban Area,Tennessee / Mississippi / Arkansas,978776,1060061,1056190
Mena,Urban Area,Arkansas,5227,5499,5534
Mendota,Urban Area,California,7870,11211,13382
Mendota,Urban Area,Illinois,7142,7195,6918
Menomonie,Urban Area,Wisconsin,16550,17844,17022
Merced,Urban Area,California,110483,136969,150052
Meredith,Urban Area,New Hampshire,,,3411
Meridian,Urban Area,Mississippi,,,33809
Merrill,Urban Area,Wisconsin,10031,10282,9519
Mesquite,Urban Area,Nevada / Arizona,8808,14284,19206
Metropolis,Urban Area,Illinois,,,5925
Mexia,Urban Area,Texas,6398,6898,6661
Mexico,Urban Area,Missouri,11115,11356,11351
Miami,Urban Area,Oklahoma,16852,16144,15348
Miami - Fort Lauderdale,Urban Area,Florida,4942483,5513341,6077522
Michigan City - La Porte,Urban Area,Indiana / Michigan,66199,66025,71367
Middlebury,Urban Area,Vermont,4786,5350,6154
Middleport,Urban Area,Ohio / West Virginia,,,5814
Middlesborough,Urban Area,Kentucky / Tennessee,,,13628
Middleton,Urban Area,Idaho,,,10265
Middletown,Urban Area,Delaware,6165,29415,41851
Middletown,Urban Area,New York,,58381,61516
Middletown,Urban Area,Ohio,,,93608
Midland,Urban Area,Michigan,,,52340
Midland,Urban Area,Texas,99221,117807,141997
Midlothian,Urban Area,Texas,,,30908
Milan,Urban Area,Michigan,6513,7514,7861
Milan,Urban Area,Tennessee,7574,7427,7578
Miles City,Urban Area,Montana,9720,9604,9227
Milford,Urban Area,Delaware,11407,18009,17754
Milledgeville,Urban Area,Georgia,,,22441
Millersburg,Urban Area,Pennsylvania,4263,4540,4375
Millington,Urban Area,Tennessee,,,12918
Millinocket,Urban Area,Maine,4801,3976,3812
Millsboro,Urban Area,Delaware,4700,9395,9844
Milton,Urban Area,Vermont,,,6417
Milton,Urban Area,Pennsylvania,27743,30806,28610
Milton-Freewater,Urban Area,Oregon,,,8131
Milwaukee,Urban Area,Wisconsin,,,1306795
Minden,Urban Area,Louisiana,13205,13338,12659
Mineola,Urban Area,Texas,4775,5608,5699
Mineral Wells,Urban Area,Texas,14185,16109,14211
Minneapolis - St. Paul,Urban Area,Minnesota,2458482,2650890,2914866
Minot,Urban Area,North Dakota,37679,42650,50925
Minster - New Bremen,Urban Area,Ohio,,,6138
Mission Viejo - Lake Forest - Laguna Niguel,Urban Area,California,533015,583681,646843
Missoula,Urban Area,Montana,69491,82157,88109
Mitchell,Urban Area,South Dakota,14525,14955,15690
Moab,Urban Area,Utah,6470,6883,7933
Moberly,Urban Area,Missouri,11839,13933,12163
Mobile,Urban Area,Alabama,317605,326183,321907
Mocksville,Urban Area,North Carolina,3795,5191,5971
Modesto,Urban Area,California,328891,358172,357301
Molalla,Urban Area,Oregon,5699,8752,10258
Monahans,Urban Area,Texas,7329,7686,9162
Monessen,Urban Area,Pennsylvania,,,49962
Monett,Urban Area,Missouri,7267,8470,9391
Monmouth,Urban Area,Illinois,10123,9654,9189
Monmouth - Independence,Urban Area,Oregon,13974,18167,20912
Monroe,Urban Area,Georgia,12585,15854,16650
Monroe,Urban Area,Louisiana,113818,116533,119964
Monroe,Urban Area,Michigan,53153,51240,57260
Monroe,Urban Area,Washington,,,24635
Monroe,Urban Area,Wisconsin,10990,10883,10725
Monroeville,Urban Area,Alabama,,,4284
Montauk,Urban Area,New York,,2719,3845
Mont Belvieu,Urban Area,Texas,3248,3094,12180
Montesano - Elma,Urban Area,Washington,10836,8522,12682
Montevallo,Urban Area,Alabama,,,6438
Montevideo,Urban Area,Minnesota,5289,5338,5391
Montgomery,Urban Area,Alabama,238152,263907,254348
Monticello,Urban Area,Arkansas,,,7974
Monticello,Urban Area,Illinois,5137,5410,5985
Monticello,Urban Area,Indiana,9789,8634,10635
Monticello,Urban Area,Kentucky,6236,6716,6681
Monticello,Urban Area,Minnesota,,,15760
Monticello,Urban Area,New York,7556,7868,14328
Montrose,Urban Area,Colorado,15676,22706,24513
Montrose,Urban Area,Minnesota,,4470,5539
Morehead,Urban Area,Kentucky,6396,7282,9375
Morehead City - Emerald Isle - Atlantic Beach,Urban Area,North Carolina,39585,44798,44300
Morgan City,Urban Area,Louisiana,29389,32022,30236
Morgantown,Urban Area,West Virginia,55997,70350,77620
Morrilton,Urban Area,Arkansas,5594,6272,6340
Morris,Urban Area,Illinois,13927,15668,15740
Morris,Urban Area,Minnesota,4863,5123,5030
Morristown (incl. White Pine),Urban Area,Tennessee,54368,62097,66539
Morro Bay,Urban Area,California,,,13163
Moscow,Urban Area,Idaho,21791,24212,25914
Moses Lake,Urban Area,Washington,25112,32978,38751
Moultrie,Urban Area,Georgia,15642,18677,19217
Moundsville,Urban Area,West Virginia,,,11398
Mountain Grove,Urban Area,Missouri,4558,4603,4219
Mountain Home,Urban Area,Arkansas,12522,14180,17783
Mountain Home,Urban Area,Idaho,13380,16531,17799
Mountain Lake Park,Urban Area,Maryland,4810,4720,4548
Mountain Top,Urban Area,Pennsylvania,,,10520
Mount Airy,Urban Area,North Carolina,,,17354
Mount Carmel,Urban Area,Illinois,7828,7300,6963
Mount Horeb,Urban Area,Wisconsin,5723,6997,7730
Mount Pleasant,Urban Area,Iowa,8404,8636,9284
Mount Pleasant,Urban Area,Michigan,,,30738
Mount Pleasant,Urban Area,Texas,13450,15987,15419
Mount Plymouth,Urban Area,Florida,,,6165
Mount Shasta,Urban Area,California,,,5203
Mount Sterling,Urban Area,Kentucky,10195,10835,13920
Mount Vernon,Urban Area,Illinois,17472,16008,15288
Mount Vernon,Urban Area,Indiana,7770,7011,6715
Mount Vernon,Urban Area,Iowa,5006,6455,6509
Mount Vernon,Urban Area,Ohio,,,18993
Mount Vernon,Urban Area,Washington,51174,62966,66825
Mount Washington,Urban Area,Kentucky,,,21516
Mukwonago,Urban Area,Wisconsin,,,15287
Muleshoe,Urban Area,Texas,4383,5105,5159
Mullins,Urban Area,South Carolina,6038,5512,4924
Muncie,Urban Area,Indiana,90673,90580,84382
Muncy,Urban Area,Pennsylvania,,,7544
Munds Park,Urban Area,Arizona,,,773
Murfreesboro,Urban Area,Tennessee,,133228,177313
Murray,Urban Area,Kentucky,16201,19072,18958
Muscatine,Urban Area,Iowa,23534,25342,25144
Muskegon - Norton Shores,Urban Area,Michigan,154729,161280,166414
Muskogee,Urban Area,Oklahoma,42517,42052,35798
Myrtle Beach - North Myrtle Beach,Urban Area,South Carolina / North Carolina,130931,215304,298954
